bioguide_id,title,firstname,middlename,lastname,name_suffix,nickname,party,state,district,senate_class,gender,birthdate,phone,fax,website,congress_office,fec_id,govtrack_id,crp_id,twitter_id,youtube_url,facebook_id,official_rss
M001185,Rep,Sean,Patrick,Maloney,,,D,NY,18,,M,1966-07-30,202-225-5441,202-225-3289,http://seanmaloney.house.gov,1529 Longworth House Office Building,H2NY22139,412562,N00034277,RepSeanMaloney,,551199354892891,
M001187,Rep,Mark,,Meadows,,,R,NC,11,,M,1959-07-28,202-225-6401,202-226-6422,https://meadows.house.gov,1024 Longworth House Office Building,H2NC11080,412552,N00033631,RepMarkMeadows,http://youtube.com/RepMarkMeadows,409882952423501,
M001188,Rep,Grace,,Meng,,,D,NY,06,,F,1975-10-01,202-225-2601,202-225-1589,http://meng.house.gov,1317 Longworth House Office Building,H2NY06116,412560,N00034547,RepGraceMeng,,195734010571362,
M001189,Rep,Luke,,Messer,,,R,IN,06,,M,1969-02-27,202-225-3021,765-747-5586,https://messer.house.gov,508 Cannon House Office Building,H0IN02125,412540,N00012546,RepLukeMesser,http://youtube.com/RepLukeMesser,367444640018564,
M001190,Rep,Markwayne,,Mullin,,,R,OK,02,,M,1977-07-26,202-225-2701,202-225-3038,http://mullin.house.gov,1113 Longworth House Office Building,H2OK02083,412568,N00033410,RepMullin,,453637624684399,
M001191,Rep,Patrick,,Murphy,,,D,FL,18,,M,1983-03-30,202-225-3026,202-225-8398,http://patrickmurphy.house.gov,211 Cannon House Office Building,H2FL22072,412527,N00033091,RepMurphyFL,http://youtube.com/RepPatrickMurphyFL,317735028342371,
M001193,Rep,Tom,,MacArthur,,,R,NJ,03,,M,1960-10-16,202-225-4765,202-225-0778,https://macarthur.house.gov,506 Cannon House Office Building,H4NJ03130,412643,N00036155,RepTomMacArthur,,CongressmanTomMacArthur,
M001194,Rep,John,,Moolenaar,,,R,MI,04,,M,1961-05-08,202-225-3561,202-225-9679,https://moolenaar.house.gov,117 Cannon House Office Building,H4MI04126,412634,N00036275,RepMoolenaar,,RepMoolenaar,
M001195,Rep,Alex,,Mooney,,,R,WV,02,,M,1971-06-05,202-225-2711,202-225-7856,https://mooney.house.gov,1232 Longworth House Office Building,H4WV02080,412662,N00033814,RepAlexMooney,,CongressmanAlexMooney,
M001196,Rep,Seth,,Moulton,,,D,MA,06,,M,1978-10-24,202-225-8020,202-225-5915,https://moulton.house.gov,1408 Longworth House Office Building,H4MA06090,412632,N00035431,teammoulton,,CongressmanSethMoulton,
M001197,Rep,Martha,,McSally,,,R,AZ,02,,F,1966-03-22,202-225-2542,202-225-0378,https://mcsally.house.gov,1029 Longworth House Office Building,H2AZ08102,412611,N00033982,RepMcSally,,RepMcSally,
N000002,Rep,Jerrold,L.,Nadler,,,D,NY,10,,M,1947-06-13,202-225-5635,202-225-6923,http://nadler.house.gov,2109 Rayburn House Office Building,H2NY17071,400289,N00000939,RepJerryNadler,http://youtube.com/congressmannadler,78291598977,
N000015,Rep,Richard,E.,Neal,,,D,MA,01,,M,1949-02-14,202-225-5601,202-225-8112,http://neal.house.gov,341 Cannon House Office Building,H8MA02041,400291,N00000153,RepRichardNeal,http://youtube.com/RepRichardENeal,325642654132598,
N000032,Sen,Bill,,Nelson,,,D,FL,Senior Seat,I,M,1942-09-29,202-224-5274,202-228-2183,https://www.billnelson.senate.gov,716 Hart Senate Office Building,S8FL00166,300078,N00009926,SenBillNelson,http://youtube.com/senbillnelson,,
N000127,Rep,Richard,M.,Nolan,,,D,MN,08,,M,1943-12-17,202-225-6211,202-225-0699,http://nolan.house.gov,2366 Rayburn House Office Building,H2MN08111,408211,N00021207,USRepRickNolan,http://youtube.com/USRepRickNolan,388085277945339,
N000179,Rep,Grace,F.,Napolitano,,,D,CA,32,,F,1936-12-04,202-225-5256,202-225-0027,http://napolitano.house.gov,1610 Longworth House Office Building,H8CA34068,400290,N00006789,GraceNapolitano,http://youtube.com/RepGraceNapolitano,163108420409412,
N000181,Rep,Devin,G.,Nunes,,,R,CA,22,,M,1973-10-01,202-225-2523,202-225-3404,http://nunes.house.gov,1013 Longworth House Office Building,H8CA20059,400297,N00007248,Rep_DevinNunes,http://youtube.com/RepDevinNunes,,
N000182,Rep,Randy,,Neugebauer,,,R,TX,19,,M,1949-12-24,202-225-4005,202-225-9615,http://randy.house.gov,1424 Longworth House Office Building,H4TX19102,400441,N00026043,RandyNeugebauer,http://youtube.com/RandyNeugebauer,64137294987,
N000184,Rep,Kristi,L.,Noem,,,R,SD,00,,F,1971-11-30,202-225-2801,202-225-5823,https://noem.house.gov,2422 Rayburn House Office Building,H0SD00054,412475,N00032022,RepKristiNoem,http://youtube.com/RepKristiNoem,,
N000185,Rep,Richard,B.,Nugent,,,R,FL,11,,M,1951-05-26,202-225-1002,202- 226-6559,https://nugent.house.gov,1727 Longworth House Office Building,H0FL05139,412409,N00032441,RepRichNugent,http://youtube.com/RepRichNugent,183541871674897,
N000188,Rep,Donald,W.,Norcross,,,D,NJ,01,,M,1958-12-13,202-225-6501,202-225-6583,http://norcross.house.gov,1531 Longworth House Office Building,H4NJ01084,412606,N00036154,DonaldNorcross,,DonaldNorcrossNJ,
N000189,Rep,Dan,,Newhouse,,,R,WA,04,,M,1955-07-10,202-225-5816,202-225-3251,https://newhouse.house.gov,1641 Longworth House Office Building,H4WA04104,412660,N00036403,RepNewhouse,,RepNewhouse,
O000168,Rep,Pete,,Olson,,,R,TX,22,,M,1962-12-09,202-225-5951,202-225-5241,http://olson.house.gov,2133 Rayburn House Office Building,H8TX22107,412302,N00029285,RepPeteOlson,,20718168936,
O000170,Rep,Beto,,O'Rourke,,,D,TX,16,,M,1972-09-26,202-225-4831,,http://orourke.house.gov,1330 Longworth House Office Building,H2TX16185,412575,N00033540,RepBetoORourke,http://youtube.com/betoorourketx16,460776160654909,
P000034,Rep,Frank,J.,Pallone,Jr.,,D,NJ,06,,M,1951-10-30,202-225-4671,202-225-9665,https://pallone.house.gov,237 Cannon House Office Building,H8NJ03073,400308,N00000781,FrankPallone,http://youtube.com/repfrankpallone,6517277731,
P000096,Rep,Bill,J.,Pascrell,Jr.,,D,NJ,09,,M,1937-01-25,202-225-5751,202-225-5782,http://pascrell.house.gov,2370 Rayburn House Office Building,H6NJ08118,400309,N00000751,BillPascrell,http://youtube.com/RepPascrell,303312929155,
P000197,Rep,Nancy,,Pelosi,,,D,CA,12,,F,1940-03-26,202-225-4965,202-225-8259,http://pelosi.house.gov,233 Cannon House Office Building,H8CA05035,400314,N00007360,NancyPelosi,http://youtube.com/nancypelosi,86574174383,
P000258,Rep,Collin,Clark,Peterson,,,D,MN,07,,M,1944-06-29,202-225-2165,202-225-1593,http://collinpeterson.house.gov,2204 Rayburn House Office Building,H2MN07014,400316,N00004558,,,6595227967,
P000373,Rep,Joseph,R.,Pitts,,,R,PA,16,,M,1939-10-10,202-225-2411,202-225-2013,http://pitts.house.gov,420 Cannon House Office Building,H6PA16197,400320,N00001633,RepJoePitts,http://youtube.com/congressmanjoepitts,94156528752,
P000449,Sen,Robert,J.,Portman,,Rob,R,OH,Junior Seat,III,M,1955-12-19,202-224-3353,,http://www.portman.senate.gov,448 Russell Senate Office Building,S0OH00133,400325,N00003682,SenRobPortman,http://youtube.com/SenRobPortman,45243961073,
P000523,Rep,David,E.,Price,,,D,NC,04,,M,1940-08-17,202-225-1784,202-225-2014,http://price.house.gov,2108 Rayburn House Office Building,H6NC04037,400326,N00002260,RepDavidEPrice,http://youtube.com/RepDavidPrice,,
P000588,Rep,Stevan,E.,Pearce,,Steve,R,NM,02,,M,1947-08-24,202-225-2365,,http://pearce.house.gov,2432 Rayburn House Office Building,H2NM02126,400313,N00012672,RepStevePearce,http://youtube.com/NMStevePearce,180280568662135,
P000591,Rep,Tom,,Price,,,R,GA,06,,M,1954-10-08,202-225-4501,202-225-4656,https://tomprice.house.gov,100 Cannon House Office Building,H4GA06087,400626,N00026160,RepTomPrice,http://youtube.com/RepTomPrice,172032960420,
P000592,Rep,Ted,,Poe,,,R,TX,02,,M,1948-09-10,202-225-6565,202-225-5547,https://poe.house.gov,2412 Rayburn House Office Building,H4TX02108,400652,N00026457,JudgeTedPoe,http://youtube.com/CongressmanTedPoe,106631626049851,
P000593,Rep,Ed,,Perlmutter,,,D,CO,07,,M,1953-05-01,202-225-2645,202-225-5278,http://perlmutter.house.gov,1410 Longworth House Office Building,H6CO07023,412192,N00027510,RepPerlmutter,http://youtube.com/RepPerlmutter,86174496459,
P000594,Rep,Erik,,Paulsen,,,R,MN,03,,M,1965-05-14,202-225-2871,202-225-6351,http://paulsen.house.gov,127 Cannon House Office Building,H8MN03077,412303,N00029391,RepErikPaulsen,http://youtube.com/reperikpaulsen,128558293848160,
P000595,Sen,Gary,C.,Peters,,,D,MI,Junior Seat,II,M,1958-12-01,202-224-6221,,http://www.peters.senate.gov,724 Hart Senate Office Building,H8MI09068,412305,N00029277,SenGaryPeters,http://youtube.com/RepGaryPeters,88851604323,
P000597,Rep,Chellie,,Pingree,,,D,ME,01,,F,1955-04-02,202-225-6116,202-225-5590,https://pingree.house.gov,2162 Rayburn House Office Building,H8ME01120,412307,N00013817,ChelliePingree,http://youtube.com/congresswomanpingree,91529332807,
P000598,Rep,Jared,,Polis,,,D,CO,02,,M,1975-05-12,202-225-2161,202-226-7840,http://polis.house.gov,1433 Longworth House Office Building,H8CO02137,412308,N00029127,JaredPolis,http://youtube.com/JaredPolis31275,53481427529,
P000599,Rep,Bill,,Posey,,,R,FL,08,,M,1947-12-18,202-225-3671,202-225-3516,http://posey.house.gov,120 Cannon House Office Building,H8FL15107,412309,N00029662,CongBillPosey,http://youtube.com/CongressmanPosey,100000080395369,
P000601,Rep,Steven,M.,Palazzo,,,R,MS,04,,M,1970-02-21,202-225-5772,202- 225-7074,http://palazzo.house.gov,331 Cannon House Office Building,H0MS04120,412443,N00031958,CongPalazzo,http://youtube.com/CongressmanPalazzo,186908658003781,
P000602,Rep,Mike,,Pompeo,,,R,KS,04,,M,1963-12-30,202-225-6216,202-225-3489,http://pompeo.house.gov,436 Cannon House Office Building,H0KS04051,412431,N00030744,RepMikePompeo,http://youtube.com/congressmanpompeo,101965369880683,
P000603,Sen,Rand,,Paul,,,R,KY,Junior Seat,III,M,1963-01-07,202-224-4343,202-228-1373,https://www.paul.senate.gov,167 Russell Senate Office Building,S0KY00156,412492,N00030836,,http://youtube.com/SenatorRandPaul,161355253917286,
P000604,Rep,Donald,M.,Payne,Jr.,,D,NJ,10,,M,1958-12-17,202-225-3436,202-225-4160,http://payne.house.gov,103 Cannon House Office Building,H2NJ10154,412506,N00034639,RepDonaldPayne,,360976767343741,
P000605,Rep,Scott,,Perry,,,R,PA,04,,M,1962-05-27,202-225-5836,202-226-1000,http://perry.house.gov,1207 Longworth House Office Building,H2PA04135,412569,N00034120,RepScottPerry,http://youtube.com/RepScottPerry,376801102416184,
P000606,Rep,Robert,,Pittenger,,,R,NC,09,,M,1948-08-15,202-225-1976,202-225-3389,http://pittenger.house.gov,224 Cannon House Office Building,H2NC09134,412551,N00034416,RepPittenger,http://youtube.com/CongressmanPittenger,376142742468386,
P000607,Rep,Mark,,Pocan,,,D,WI,02,,M,1964-08-14,202-225-2906,202-225-6942,http://pocan.house.gov,313 Cannon House Office Building,H2WI02124,412585,N00033549,RepMarkPocan,http://youtube.com/repmarkpocan,436881033058309,
P000608,Rep,Scott,H.,Peters,,,D,CA,52,,M,1958-06-17,202-225-0508,202-225-2558,http://scottpeters.house.gov,1122 Longworth House Office Building,H2CA52089,412523,N00033591,RepScottPeters,,449337038470352,
P000609,Rep,Gary,,Palmer,,,R,AL,06,,M,1954-05-14,202-225-4921,202-225-2082,https://palmer.house.gov,206 Cannon House Office Building,H4AL06098,412608,N00035691,USRepGaryPalmer,,USRepresentativeGaryPalmer,
P000611,Rep,Bruce,,Poliquin,,,R,ME,02,,M,1953-11-01,202-225-6306,202-225-2943,https://poliquin.house.gov,426 Cannon House Office Building,S2ME00158,412633,N00034584,RepPoliquin,,RepPoliquin,
P000612,Sen,David,,Perdue,,,R,GA,Junior Seat,II,M,1949-12-10,202-224-3521,,http://www.perdue.senate.gov,383 Russell Senate Office Building,S4GA11285,412666,N00035516,sendavidperdue,,311482539049477,
Q000023,Rep,Mike,,Quigley,,,D,IL,05,,M,1958-10-17,202-225-4061,202-225-5603,http://quigley.house.gov,2458 Rayburn House Office Building,H0IL05096,412331,N00030581,RepMikeQuigley,http://youtube.com/RepMikeQuigley,158963645688,
R000053,Rep,Charles,B.,Rangel,,Charlie,D,NY,13,,M,1930-06-11,202-225-4365,202-225-0816,http://rangel.house.gov,2354 Rayburn House Office Building,H6NY19029,400333,N00000964,CBRangel,http://youtube.com/RepRangel,7390589055,
R000122,Sen,John,F.,Reed,,Jack,D,RI,Senior Seat,II,M,1949-11-12,202-224-4642,202-224-4680,http://www.reed.senate.gov,728 Hart Senate Office Building,S6RI00163,300081,N00000362,SenJackReed,http://youtube.com/SenatorReed,213866375370646,
R000146,Sen,Harry,M.,Reid,,,D,NV,Senior Seat,III,M,1939-12-02,202-224-3542,202-224-7327,http://www.reid.senate.gov,522 Hart Senate Office Building,S6NV00028,300082,N00009922,SenatorReid,http://youtube.com/SenatorReid,360249323990357,
R000307,Sen,Pat,,Roberts,,,R,KS,Senior Seat,II,M,1936-04-20,202-224-4774,202-224-3514,http://www.roberts.senate.gov,109 Hart Senate Office Building,S6KS00080,300083,N00005285,SenPatRoberts,http://youtube.com/SenPatRoberts,205694792808927,
R000395,Rep,Harold,,Rogers,,Hal,R,KY,05,,M,1937-12-31,202-225-4601,202-225-0940,http://halrogers.house.gov,2406 Rayburn House Office Building,H0KY05015,400340,N00003473,RepHalRogers,http://youtube.com/RepHalRogers,6722039085,
R000409,Rep,Dana,T.,Rohrabacher,,,R,CA,48,,M,1947-06-21,202-225-2415,202-225-0145,http://rohrabacher.house.gov,2300 Rayburn House Office Building,H8CA42061,400343,N00007151,,http://youtube.com/RepDanaRohrabacher,321029601363321,
R000435,Rep,Ileana,,Ros-Lehtinen,,,R,FL,27,,F,1952-07-15,202-225-3931,202-225-5620,http://ros-lehtinen.house.gov,2206 Rayburn House Office Building,H0FL18025,400344,N00002858,RosLehtinen,http://youtube.com/IleanaRosLehtinen,286546974761109,
R000486,Rep,Lucille,,Roybal-Allard,,,D,CA,40,,F,1941-06-12,202-225-1766,202-226-0350,http://roybal-allard.house.gov,2330 Rayburn House Office Building,H2CA33048,400347,N00006671,RepRoybalAllard,http://youtube.com/RepRoybalAllard,139773069370563,
R000487,Rep,Edward,R.,Royce,,Ed,R,CA,39,,M,1951-10-12,202-225-4111,202-226-0335,http://royce.house.gov,2310 Rayburn House Office Building,H6CA39020,400348,N00008264,RepEdRoyce,http://youtube.com/RepEdRoyce,6460640558,
R000515,Rep,Bobby,L.,Rush,,,D,IL,01,,M,1946-11-23,202-225-4372,202-226-0333,http://rush.house.gov,2188 Rayburn House Office Building,H2IL01042,400350,N00004887,RepBobbyRush,http://youtube.com/CongressmanRush,230753786936538,
R000570,Rep,Paul,D.,Ryan,,,R,WI,01,,M,1970-01-29,202-225-3031,202-225-3393,http://paulryan.house.gov,1233 Longworth House Office Building,H8WI01024,400351,N00004357,SpeakerRyan,http://youtube.com/reppaulryan,924244934290700,
R000575,Rep,Mike,,Rogers,,,R,AL,03,,M,1958-07-16,202-225-3261,202-226-8485,http://mikerogers.house.gov,324 Cannon House Office Building,H2AL03032,400341,N00024759,RepMikeRogersAL,http://youtube.com/MikeRogersAL03,171770326187035,
R000576,Rep,C.,A. Dutch,Ruppersberger,,,D,MD,02,,M,1946-01-31,202-225-3061,202-225-3094,http://ruppersberger.house.gov,2416 Rayburn House Office Building,H2MD02160,400349,N00025482,Call_Me_Dutch,http://youtube.com/ruppersberger,184756771570504,
R000577,Rep,Tim,J.,Ryan,,,D,OH,13,,M,1973-07-16,202-225-5261,202-225-3719,http://timryan.house.gov,1421 Longworth House Office Building,H2OH17109,400352,N00025280,RepTimRyan,http://youtube.com/timryanvision,121560497865,
R000578,Rep,David,G.,Reichert,,,R,WA,08,,M,1950-08-29,202-225-7761,202-225-4282,http://reichert.house.gov,1127 Longworth House Office Building,H4WA08071,400660,N00026885,DaveReichert,http://youtube.com/repdavereichert,91504302598,
R000580,Rep,Peter,J.,Roskam,,,R,IL,06,,M,1961-09-13,202-225-4561,202-225-1166,http://roskam.house.gov,2246 Rayburn House Office Building,H6IL06117,412202,N00004719,PeterRoskam,http://youtube.com/RoskamIL06,118777661469195,
R000582,Rep,David,P.,Roe,,Phil,R,TN,01,,M,1945-07-21,202-225-6356,202-225-6356,http://roe.house.gov,407 Cannon House Office Building,H6TN01388,412310,N00028463,DrPhilRoe,http://youtube.com/drphilroe,130725126985966,
R000583,Rep,Thomas,J.,Rooney,,,R,FL,17,,M,1970-11-21,202-225-5792,202-225-3132,https://rooney.house.gov,2160 Rayburn House Office Building,H8FL16022,412311,N00029018,TomRooney,http://youtube.com/CongressmanRooney,117697790448,
R000584,Sen,James,,Risch,,,R,ID,Junior Seat,II,M,1943-05-03,202-224-2752,202-224-2573,http://www.risch.senate.gov,483 Russell Senate Office Building,S8ID00092,412322,N00029441,SenatorRisch,http://youtube.com/SenatorJamesRisch,,
R000585,Rep,Tom,W.,Reed,II,,R,NY,23,,M,1971-11-18,202-225-3161,202-226-6599,http://reed.house.gov,2437 Rayburn House Office Building,H0NY29054,412393,N00030949,RepTomReed,http://youtube.com/CongressmanTomReed,102449199835273,
R000586,Rep,James,B.,Renacci,,,R,OH,16,,M,1958-12-03,202-225-3876,202-225-3059,https://renacci.house.gov,328 Cannon House Office Building,H0OH16097,412462,N00031127,RepJimRenacci,http://youtube.com/repjimrenacci,187639524595278,
R000587,Rep,Reid,J.,Ribble,,,R,WI,08,,M,1956-04-05,202-225-5665,202- 225-5729,http://ribble.house.gov,1513 Longworth House Office Building,H0WI08075,412489,N00030968,RepRibble,http://youtube.com/RepRibble,157169920997203,
R000588,Rep,Cedric,L.,Richmond,,,D,LA,02,,M,1973-09-13,202-225-6636,202- 225-1988,http://richmond.house.gov,240 Cannon House Office Building,H8LA02054,412432,N00030184,RepRichmond,,197737020257085,
R000589,Rep,Edward,Scott,Rigell,,Scott,R,VA,02,,M,1960-05-28,202-225-4215,202-225-4218,http://rigell.house.gov,418 Cannon House Office Building,H0VA02084,412483,N00030962,RepScottRigell,http://youtube.com/RepScottRigell,167851429918010,
R000591,Rep,Martha,,Roby,,,R,AL,02,,F,1976-07-27,202-225-2901,202-225-8913,http://roby.house.gov,442 Cannon House Office Building,H0AL02087,412394,N00030768,RepMarthaRoby,http://youtube.com/reproby,174519582574426,
R000592,Rep,Todd,,Rokita,,,R,IN,04,,M,1970-02-09,202-225-5037,202-226-0544,http://rokita.house.gov,1717 Longworth House Office Building,H0IN04170,412426,N00031741,ToddRokita,http://youtube.com/reptoddrokita,183180288372896,
R000593,Rep,Dennis,A.,Ross,,,R,FL,15,,M,1959-10-18,202-225-1252,202- 226-0585,http://dennisross.house.gov,229 Cannon House Office Building,H0FL12101,412411,N00030645,RepDennisRoss,http://youtube.com/RepDennisRoss,469477579757018,
R000595,Sen,Marco,,Rubio,,,R,FL,Junior Seat,III,M,1971-05-28,202-224-3041,202-228-0285,http://www.rubio.senate.gov,284 Russell Senate Office Building,S0FL00338,412491,N00030612,SenRubioPress,http://youtube.com/SenatorMarcoRubio,178910518800987,
R000597,Rep,Tom,,Rice,,,R,SC,07,,M,1957-08-04,202-225-9895,,http://rice.house.gov,223 Cannon House Office Building,H2SC07066,412572,N00033832,RepTomRice,http://youtube.com/RepTomRice,403403083083104,
R000598,Rep,Keith,J.,Rothfus,,,R,PA,12,,M,1962-04-25,202-225-2065,202-225-5709,https://rothfus.house.gov,1205 Longworth House Office Building,H0PA04220,412570,N00031253,KeithRothfus,http://youtube.com/reprothfus,133803223451004,
R000599,Rep,Raul,,Ruiz,,,D,CA,36,,M,1972-08-25,202-225-5330,202-225-1238,https://ruiz.house.gov,1319 Longworth House Office Building,H2CA36439,412519,N00033510,CongressmanRuiz,http://youtube.com/repraulruiz,245244468941114,
R000601,Rep,John,,Ratcliffe,,,R,TX,04,,M,1965-10-20,202-225-6673,202-225-3332,https://ratcliffe.house.gov,325 Cannon House Office Building,H4TX04153,412653,N00035972,RepRatcliffe,,RepRatcliffe,
R000602,Rep,Kathleen,,Rice,,,D,NY,04,,F,1965-02-15,202-225-5516,202-225-5758,http://kathleenrice.house.gov,1508 Longworth House Office Building,H4NY04075,412647,N00035927,RepKathleenRice,,RepKathleenRice,
R000603,Rep,David,,Rouzer,,,R,NC,07,,M,1972-02-16,202-225-2731,202-225-5773,https://rouzer.house.gov,424 Cannon House Office Building,H2NC07096,412641,N00033527,RepDavidRouzer,,1579216395649220,
R000604,Rep,Steve,,Russell,,,R,OK,05,,M,1963-05-25,202-225-2132,202-226-1463,https://russell.house.gov,128 Cannon House Office Building,H4OK05132,412650,N00036175,RepRussell,,reprussell,
R000605,Sen,Mike,,Rounds,,,R,SD,Junior Seat,II,M,1954-10-24,202-224-5842,,http://www.rounds.senate.gov,502 Hart Senate Office Building,S4SD00049,412669,N00035187,SenatorRounds,,SenatorMikeRounds,
S000018,Rep,Matt,,Salmon,,,R,AZ,05,,M,1958-01-21,202-225-2635,202-226-4386,http://salmon.house.gov,2349 Rayburn House Office Building,H4AZ01038,400606,N00006446,RepMattSalmon,http://youtube.com/repmattsalmon,149561218527414,
S000030,Rep,Loretta,B.,Sanchez,,,D,CA,46,,F,1960-01-07,202-225-2965,202-225-5859,http://lorettasanchez.house.gov,1211 Longworth House Office Building,H6CA46033,400356,N00008274,LorettaSanchez,http://youtube.com/LorettaSanchezLive,90966961167,
S000033,Sen,Bernard,,Sanders,,Bernie,I,VT,Junior Seat,I,M,1941-09-08,202-224-5141,202-228-0776,http://www.sanders.senate.gov,332 Dirksen Senate Office Building,H8VT01016,400357,N00000528,SenSanders,http://youtube.com/senatorsanders,9124187907,
S000051,Rep,Marshall,,Sanford,,Mark,R,SC,01,,M,1960-05-28,202-225-3176,843-521-2535,http://sanford.house.gov,2201 Rayburn House Office Building,H4SC01073,400607,N00002424,RepSanfordSC,http://youtube.com/RepSanfordSC,118387985037658,
S000148,Sen,Charles,E.,Schumer,,Chuck,D,NY,Senior Seat,III,M,1950-11-23,202-224-6542,202-228-3027,https://www.schumer.senate.gov,322 Hart Senate Office Building,S8NY00082,300087,N00001093,SenSchumer,http://youtube.com/SenatorSchumer,15771239406,
S000185,Rep,Robert,C.,Scott,,Bobby,D,VA,03,,M,1947-04-30,202-225-8351,202-225-8354,http://bobbyscott.house.gov,1201 Longworth House Office Building,H6VA01117,400364,N00002147,RepBobbyScott,http://youtube.com/repbobbyscott,123839200978190,
S000244,Rep,F.,James,Sensenbrenner,Jr.,,R,WI,05,,M,1943-06-14,202-225-5101,202-225-3190,http://sensenbrenner.house.gov,2449 Rayburn House Office Building,H8WI09050,400365,N00004291,JimPressOffice,http://youtube.com/RepSensenbrenner,RepSensenbrenner,
S000248,Rep,José,E.,Serrano,,,D,NY,15,,M,1943-10-24,202-225-4361,202-225-6001,http://serrano.house.gov,2227 Rayburn House Office Building,H0NY18065,400366,N00001813,RepJoseSerrano,,273446508512,
S000250,Rep,Pete,A.,Sessions,,,R,TX,32,,M,1955-03-22,202-225-2231,202-225-5878,https://sessions.house.gov,2233 Rayburn House Office Building,H2TX03126,400367,N00005681,PeteSessions,http://youtube.com/PeteSessions,367963843082,
S000320,Sen,Richard,C.,Shelby,,,R,AL,Senior Seat,III,M,1934-05-06,202-224-5744,202-224-3416,http://www.shelby.senate.gov,304 Russell Senate Office Building,S6AL00013,300089,N00009920,SenShelby,http://youtube.com/SenatorRichardShelby,50850514797,
S000344,Rep,Brad,J.,Sherman,,,D,CA,30,,M,1954-10-24,202-225-5911,202-225-5879,http://sherman.house.gov,2242 Rayburn House Office Building,H6CA24113,400371,N00006897,BradSherman,http://youtube.com/shermanca27,63158229861,
S000364,Rep,John,M.,Shimkus,,,R,IL,15,,M,1958-02-21,202-225-5271,202-225-5880,http://shimkus.house.gov,2217 Rayburn House Office Building,H2IL20042,400373,N00004961,RepShimkus,http://youtube.com/repshimkus,123916254317516,
S000480,Rep,Louise,McIntosh,Slaughter,,,D,NY,25,,F,1929-08-14,202-225-3615,202-225-7822,https://louise.house.gov,2469 Rayburn House Office Building,H6NY03031,400378,N00001311,LouiseSlaughter,http://youtube.com/louiseslaughter,82424647700,
S000510,Rep,Adam,,Smith,,,D,WA,09,,M,1965-06-15,202-225-8901,202-225-5893,https://adamsmith.house.gov,2264 Rayburn House Office Building,H6WA09025,400379,N00007833,RepAdamSmith,http://youtube.com/CongressmanAdamSmith,288586617834523,
S000522,Rep,Christopher,H.,Smith,,Chris,R,NJ,04,,M,1953-03-04,202-225-3765,202-225-7768,http://chrissmith.house.gov,2373 Rayburn House Office Building,H8NJ04014,400380,N00009816,RepChrisSmith,http://youtube.com/USRepChrisSmith,371621772908416,
S000583,Rep,Lamar,S.,Smith,,,R,TX,21,,M,1947-11-19,202-225-4236,202-225-8628,http://lamarsmith.house.gov,2409 Rayburn House Office Building,H6TX21012,400381,N00001811,LamarSmithTX21,http://youtube.com/lamarsmithtexas21,107736785195,
S000770,Sen,Debbie,Ann,Stabenow,,,D,MI,Senior Seat,I,F,1950-04-29,202-224-4822,202-228-0325,http://www.stabenow.senate.gov,731 Hart Senate Office Building,S8MI00281,300093,N00004118,SenStabenow,http://youtube.com/senatorstabenow,,
S001141,Sen,Jefferson,B.,Sessions,,Jeff,R,AL,Junior Seat,II,M,1946-12-24,202-224-4124,202-224-3149,http://www.sessions.senate.gov/public,326 Russell Senate Office Building,S6AL00195,300088,N00003062,SenatorSessions,http://youtube.com/SenatorSessions,23444159584,
S001145,Rep,Janice,D.,Schakowsky,,Jan,D,IL,09,,F,1944-05-26,202-225-2111,202-226-6890,http://schakowsky.house.gov,2367 Rayburn House Office Building,H8IL09067,400360,N00004724,JanSchakowsky,http://youtube.com/repschakowsky,160143957118,
S001148,Rep,Michael,K.,Simpson,,Mike,R,ID,02,,M,1950-09-08,202-225-5531,202-225-8216,http://simpson.house.gov,2312 Rayburn House Office Building,H8ID02064,400376,N00006263,CongMikeSimpson,http://youtube.com/CongMikeSimpson,96007744606,
S001150,Rep,Adam,B.,Schiff,,,D,CA,28,,M,1960-06-22,202-225-4176,202-225-5828,http://schiff.house.gov,2411 Rayburn House Office Building,H0CA27085,400361,N00009585,RepAdamSchiff,http://youtube.com/adamschiff,9086721830,
S001154,Rep,Bill,,Shuster,,,R,PA,09,,M,1961-01-10,202-225-2431,202-225-2486,http://shuster.house.gov,2268 Rayburn House Office Building,H2PA09035,409888,N00013770,RepBillShuster,http://youtube.com/repshuster,54386677806,
S001156,Rep,Linda,T.,Sánchez,,,D,CA,38,,F,1969-01-28,202-225-6676,202-226-1012,https://lindasanchez.house.gov,2329 Rayburn House Office Building,H2CA39078,400355,N00024870,RepLindaSanchez,http://youtube.com/LindaTSanchez,110685735673141,
S001157,Rep,David,,Scott,,,D,GA,13,,M,1945-06-27,202-225-2939,202-225-4628,http://davidscott.house.gov,225 Cannon House Office Building,H2GA13012,400363,N00024871,RepDavidScott,http://youtube.com/RepDavidScott,113303673339,
S001165,Rep,Albio,,Sires,,,D,NJ,08,,M,1951-01-26,202-225-7919,202-226-0792,http://sires.house.gov,2342 Rayburn House Office Building,H6NJ13191,412186,N00027523,RepSires,http://youtube.com/RepSiresNJ13,81058818750,
S001168,Rep,John,P.,Sarbanes,,,D,MD,03,,M,1962-05-22,202-225-4016,202-225-9219,https://sarbanes.house.gov,2444 Rayburn House Office Building,H6MD03292,412212,N00027751,RepSarbanes,,RepSarbanes,
